,companyName,layoffDate,noticeDate,numAffected,State
4996,Crowne Plaza Charlotte COVID19,2020-03-27,2020-03-27,87,NC
4997,Cinemark Asheboro COVID19,2020-03-26,2020-03-26,20,NC
4998,Cinemarktinseltown USA COVID19,2020-03-26,2020-03-26,30,NC
4999,Sunshine Fitness Management dba Planet Fitness COVID19,2020-04-05,2020-04-05,11,NC
5000,Cinemark Raleigh Grande Covid19,2020-03-26,2020-03-26,82,NC
5001,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5002,Catawba Valley Brewing Co COVID19,2020-03-21,2020-04-07,12,NC
5003,Catawba Valley Brewing Co COVID19,2020-03-21,2020-04-07,13,NC
5004,Catawba Valley Brewing Co COVID19,2020-03-21,2020-04-07,13,NC
5005,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5006,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5007,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5008,Uncle Julio's COVID19,2020-03-19,2020-03-19,100,NC
5009,Hooters COVID19,2020-03-20,2020-03-23,29,NC
5010,Keystone Powdered Metal Co COVID19,2020-03-30,2020-04-03,55,NC
5011,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5012,Hooters COVID19,2020-03-20,2020-03-23,29,NC
5013,Doosan Infracore International COVID19,2020-04-04,2020-03-31,221,NC
5014,Hooters COVID19,2020-03-20,2020-03-23,29,NC
5015,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5016,Catawba Valley Brewing Co COVID19,2020-03-21,2020-04-07,13,NC
5017,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5018,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5019,Hooters COVID19,2020-03-20,2020-03-23,29,NC
5020,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5021,Hooters COVID19,2020-03-20,2020-03-23,30,NC
5022,Barteca dba Bartaco COVID19,2020-03-21,2020-04-01,78,NC
5023,"Parkdale Mills (Plant
11) COVID19",2020-04-06,2020-04-08,110,NC
5024,Peak Workforce Solutions COVID19,2020-04-06,2020-04-06,105,NC
5025,Prospect Airport Services COVID19,2020-03-23,2020-04-08,112,NC
5026,Peak Workforce Solutions 9061 COVID19,2020-04-06,2020-04-06,32,NC
5027,"Jacobsen Daniel's Enterprises, Inc. COVID19",2020-03-18,2020-04-09,24,NC
5028,"Elite Comfort Solutions, LLC COVID19",2020-04-01,2020-04-02,23,NC
5029,"Precision Hydraulic Cylinders, Inc.
COVID19",2020-04-09,2020-04-09,48,NC
5030,Mitchell Bartlett-Bell COVID19,2020-04-09,2020-04-09,8,NC
5031,Mitchell Bartlett-Bell COVID19,2020-04-09,2020-04-09,13,NC
5032,"Precision Hydraulic Cylinders, Inc COVID19.",2020-04-09,2020-04-09,1,NC
5033,"Vitro Automotive Glass/Pittsburgh Glass Works, LLC COVID19",2020-03-23,2020-04-09,375,NC
5034,Electro Rent Corporation COVID19,2020-04-02,2020-04-13,33,NC
5035,ArcelorMittal COVID19,2020-04-12,2020-04-14,9,NC
5036,Beasley Media Group COVID19,2020-04-01,2020-04-09,4,NC
5037,Professional Recovery Consultants COVID19,2020-04-01,2020-04-06,13,NC
5038,Beasley Media Group COVID19,2020-04-01,2020-04-09,38,NC
5039,NEOMONDE BAKING CO (A CORP) COVID19,2020-03-23,2020-04-15,27,NC
5040,"Core & Main, LP COVID19",2020-04-16,2020-04-15,2,NC
5041,"Core & Main, LP COVID19",2020-05-01,2020-04-15,1,NC
5042,"Core & Main, LP COVID19",2020-05-01,2020-04-15,1,NC
5043,"Core & Main, LP COVID19",2020-05-01,2020-04-15,1,NC
5044,"Core & Main, LP COVID19",2020-04-16,2020-04-15,7,NC
5045,RPM WOOD FINISHES GROUP INC COVID19,2020-04-20,2020-04-17,11,NC
5046,RPM WOOD FINISHES GROUP INC COVID19,2020-04-20,2020-04-17,21,NC
5047,Leggett & Platt Incorporated COVID19,2020-04-06,2020-04-09,173,NC
5048,Lenox Corporation COVID19,2020-04-29,2020-04-15,159,NC
5049,"Holston Medical Group,
P.C. COVID19",2020-04-10,2020-04-10,20,NC
5050,"Holston Medical Group,
P.C. COVID19",2020-04-10,2020-04-10,21,NC
5051,"Holston Medical Group,
P.C. COVID19",2020-04-10,2020-04-10,20,NC
5052,"Holston Medical Group,
P.C. COVID19",2020-04-10,2020-04-10,20,NC
5053,"Holston Medical Group,
P.C. COVID19",2020-04-10,2020-04-10,20,NC
5054,"Holston Medical Group,
P.C. COVID19",2020-04-10,2020-04-10,20,NC
5055,"Holston Medical Group,
P.C. COVID19",2020-04-10,2020-04-10,21,NC
5056,"Holston Medical Group,
P.C. COVID19",2020-04-10,2020-04-10,21,NC
5057,Leggett & Platt Distribution COVID19,2020-03-30,2020-04-17,25,NC
5058,"Matrex, a Division of Leggett & Platt Components Company, Inc. COVID19",2020-03-25,2020-04-17,29,NC
5059,"Matrex, a Division of Leggett & Platt Components Company, Inc. COVID19",2020-03-25,2020-04-17,72,NC
5060,Carpenter Co. COVID19,2020-03-29,2020-04-23,70,NC
5061,Carpenter Co. COVID19,2020-03-29,2020-04-23,72,NC
5062,Carpenter Co. COVID19,2020-03-29,2020-04-23,72,NC
5063,Carpenter Co. COVID19,2020-03-29,2020-04-23,70,NC
5064,Enterprise Holdings COVID19,2020-04-30,2020-04-24,141,NC
5065,"Static Control Components, Inc. COVID19",2020-04-08,2020-04-24,22,NC
5066,Husky Rack & Wire COVID19,2020-04-22,2020-04-22,44,NC
5067,Enterprise Holdings COVID19,2020-04-30,2020-04-24,53,NC
5068,Enterprise Holdings COVID19,2020-04-30,2020-04-24,90,NC
5069,Enterprise Holdings COVID19,2020-04-30,2020-04-24,128,NC
5070,Enterprise Holdings COVID19,2020-04-30,2020-04-24,233,NC
5071,Enterprise Holdings COVID19,2020-04-30,2020-04-24,57,NC
5072,Enterprise Holdings COVID19,2020-04-30,2020-04-24,69,NC
5073,Enterprise Holdings COVID19,2020-04-30,2020-04-24,113,NC
5074,"Plycem, USA LLC dba Allura COVID19",2020-04-08,2020-04-27,4,NC
5075,Atrium Hospitality - Embassy Suites by Hilton GreensboroCOVID19,2020-03-12,2020-04-24,102,NC
5076,Atrium Hospitality  - Charlotte Hilton AirportCOVID19,2020-03-12,2020-04-24,95,NC
5077,Atrium Hospitality  - Embassy Suites by Hilton Raleigh Durham COVID19,2020-03-12,2020-04-24,91,NC
5078,Tb Arhaus COVID19,2020-04-30,2020-04-30,32,NC
5079,Tb Arhaus COVID19,2020-04-30,2020-04-30,33,NC
5080,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Burlington COVID19",2020-04-27,2020-04-27,72,NC
5081,"OS Restaurant Services, LLC dba BloominBrands, Inc. - Bonefish Asheville COVID19",2020-04-27,2020-04-27,32,NC
5082,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's Arden COVID19",2020-04-27,2020-04-27,56,NC
5083,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's Asheville COVID19",2020-04-27,2020-04-27,52,NC
5084,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Asheville COVID19",2020-04-27,2020-04-27,65,NC
5085,"OS Restaurant Services, LLC dba BloominBrands, Inc. Bonefish Concord COVID19",2020-04-27,2020-04-27,68,NC
5086,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carraba's Concord COVID19",2020-04-27,2020-04-27,64,NC
5087,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Concord COVID19",2020-04-27,2020-04-27,80,NC
5088,Atrium Hospitality- Concord Embassy Suites COVID19,2020-03-12,2020-04-24,155,NC
5089,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's Hickory COVID19",2020-04-27,2020-04-27,54,NC
5090,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Hickory COVID19",2020-04-27,2020-04-27,92,NC
5091,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback New Bern COVID19",2020-04-27,2020-04-27,66,NC
5092,"OS Restaurant Services, LLC dba BloominBrands, Inc. Bonefish Fayetteville COVID19",2020-04-27,2020-04-27,48,NC
5093,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's Fayetteville COVID19",2020-04-27,2020-04-27,68,NC
5094,"OS Restaurant Services, LLC dba BloominBrands, Inc.Outback Fayetteville COVID19",2020-04-27,2020-04-27,73,NC
5095,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Nags Head COVID19",2020-04-27,2020-04-27,35,NC
5096,Norfolk Southern Railway Co. - Linwood Terminal COVID19,2020-05-12,2020-05-01,85,NC
5097,"OS Restaurant Services, LLC dba BloominBrands, Inc. - Bonefish Durham COVID19",2020-04-27,2020-04-27,57,NC
5098,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's Durham COVID19",2020-04-27,2020-04-27,48,NC
5099,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Durham COVID19",2020-04-27,2020-04-27,90,NC
5100,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's Winston Salem COVID19",2020-04-27,2020-04-27,43,NC
5101,"OS Restaurant Services, LLC dba BloominBrands, Inc. COVID19",2020-04-27,2020-04-27,37,NC
5102,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Winston- Salem COVID19",2020-04-27,2020-04-27,99,NC
5103,"OS Restaurant Services, LLC dba BloominBrands, Inc.Outback Gastonia COVID19",2020-04-27,2020-04-27,71,NC
5104,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carraba's Greensboro COVID19",2020-04-27,2020-04-27,63,NC
5105,"OS Restaurant Services, LLC dba BloominBrands, Inc. Fleming's Greensboro COVID19",2020-04-27,2020-04-27,54,NC
5106,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Greensboro COVID19",2020-04-27,2020-04-27,71,NC
5107,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Greensboro COVID19",2020-04-27,2020-04-27,92,NC
5108,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Highpoint COVID19",2020-04-27,2020-04-27,85,NC
5109,"OS Restaurant Services, LLC dba BloomingBrands, Inc.  - Bonefish Greensboro COVID19",2020-04-27,2020-04-27,56,NC
5110,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Hendersonville COVID19",2020-04-27,2020-04-27,83,NC
5111,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Mooresville COVID19",2020-04-27,2020-04-27,81,NC
5112,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Statesville COVID19",2020-04-27,2020-04-27,75,NC
5113,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Smithfield COVID19",2020-04-27,2020-04-27,84,NC
5114,"OS Restaurant Services, LLC dba BloominBrands, Inc. - Bonefish Huntersville COVID19",2020-04-27,2020-04-27,57,NC
5115,"OS Restaurant Services, LLC dba BloominBrands, Inc. - Bonefish Matthews COVID19",2020-04-27,2020-04-27,65,NC
5116,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's  Huntersville COVID19",2020-04-27,2020-04-27,57,NC
5117,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's Matthews COVID19",2020-04-27,2020-04-27,48,NC
5118,"OS Restaurant Services, LLC dba BloominBrands, Inc. COVID19",2020-04-27,2020-04-27,40,NC
5119,"OS Restaurant Services, LLC dba BloominBrands, Inc. Fleming's Charlotte COVID19",2020-04-27,2020-04-27,48,NC
5120,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Charlotte COVID19",2020-04-27,2020-04-27,64,NC
5121,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Charlotte COVID19",2020-04-27,2020-04-27,71,NC
5122,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Huntersville COVID19",2020-04-27,2020-04-27,71,NC
5123,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Matthews COVID19",2020-04-27,2020-04-27,79,NC
5124,"OS Restaurant Services, LLC dba BloominBrands, Inc.Outback Charlotte COVID19",2020-04-27,2020-04-27,56,NC
5125,"OS Restaurant Services, LLC dba BloominBrands, Inc. COVID19",2020-04-27,2020-04-27,49,NC
5126,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Southern Pines COVID19",2020-04-27,2020-04-27,65,NC
5127,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Rocky Mount COVID19",2020-04-27,2020-04-27,87,NC
5128,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carraba's Wilmington COVID19",2020-04-27,2020-04-27,59,NC
5129,"OS Restaurant Services, LLC dba BloominBrands, Inc. COVID19",2020-04-27,2020-04-27,43,NC
5130,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Wilmington COVID19",2020-04-27,2020-04-27,87,NC
5131,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Jacksonville COVID19",2020-04-27,2020-04-27,61,NC
5132,"OS Restaurant Services, LLC dba BloominBrands, Inc. Bonefish Greenville COVID19",2020-04-27,2020-04-27,47,NC
5133,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Greenville COVID19",2020-04-27,2020-04-27,77,NC
5134,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Lumberton COVID19",2020-04-27,2020-04-27,89,NC
5135,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Salisbury COVID19",2020-04-27,2020-04-27,63,NC
5136,"OS Restaurant Services, LLC dba BloominBrands, Inc. - Bonefish Cary COVID19",2020-04-27,2020-04-27,60,NC
5137,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's Apex COVID19",2020-04-27,2020-04-27,55,NC
5138,"OS Restaurant Services, LLC dba BloominBrands, Inc. Carrabba's Raleigh COVID19",2020-04-27,2020-04-27,65,NC
5139,"OS Restaurant Services, LLC dba BloominBrands, Inc. COVID19",2020-04-27,2020-04-27,49,NC
5140,"OS Restaurant Services, LLC dba BloominBrands, Inc. Fleming's Raleigh COVID19",2020-04-27,2020-04-27,50,NC
5141,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Cary COVID19",2020-04-27,2020-04-27,93,NC
5142,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Garner COVID19",2020-04-27,2020-04-27,56,NC
5143,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Raleigh COVID19",2020-04-27,2020-04-27,48,NC
5144,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Raleigh COVID19",2020-04-27,2020-04-27,99,NC
5145,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Blowing Rock COVID19",2020-04-27,2020-04-27,60,NC
5146,"OS Restaurant Services, LLC dba BloominBrands, Inc. Outback Goldsboro COVID19",2020-04-27,2020-04-27,52,NC
5147,Mitchell Gold Co. dba Mitchell Gold + Bob Williams COVID19,2020-04-30,2020-04-30,70,NC
5148,Mitchell Gold Co. dba Mitchell Gold + Bob Williams COVID19,2020-04-30,2020-04-30,70,NC
5149,Mitchell Gold Co. dba Mitchell Gold + Bob Williams COVID19,2020-04-30,2020-04-30,70,NC
5150,Marriott Raleigh City Center COVID19,2020-04-24,2020-05-01,151,NC
5151,THE HERTZ CORPORATION COVID19,2020-04-14,2020-04-24,71,NC
5152,Asbury Automotive Group (Crown Dodge Ram of Fayetteville) COVID19,2020-04-03,2020-04-03,14,NC
5153,Asbury Automotive Group (Crown Ford) COVID19,2020-04-03,2020-04-03,24,NC
5154,On-Board PMO COVID19,2020-04-24,2020-05-07,51,NC
5155,Asbury Automotive Group (Crown Honda of Southpoint) COVID19,2020-04-03,2020-04-03,57,NC
5156,Asbury Automotive Group (Crown Acura) COVID19,2020-04-03,2020-04-03,7,NC
5157,Asbury Automotive Group (Crown BMW) COVID19,2020-04-03,2020-04-03,16,NC
5158,"Asbury Automotive Group (Crown Chrysler, Dodge, Jeep Ram)COVID19",2020-04-03,2020-04-03,18,NC
5159,Asbury Automotive Group (Crown Honda) COVID19,2020-04-03,2020-04-03,26,NC
5160,Asbury Automotive Group (Crown Nissan) COVID19,2020-04-03,2020-04-03,22,NC
5161,Asbury Automotive Group (Crown Volvo) COVID19,2020-04-03,2020-04-03,6,NC
5162,Slane Hosiery Mills COVID19,2020-05-18,2020-05-07,144,NC
5163,Slane Hosiery Mills COVID19,2020-05-18,2020-05-07,144,NC
5164,"Consolidated Metco., Inc. COVID19",2020-04-02,2020-04-02,178,NC
5165,Cox Automotive COVID19,2020-05-17,2020-05-08,279,NC
5166,Cox Automotive COVID19,2020-05-17,2020-05-08,123,NC
5167,Deephaven Mortgage LLC COVID19,2020-03-27,2020-03-27,95,NC
5168,Granges Americas Inc. COVID19,2020-04-09,2020-05-11,139,NC
5169,"Southern Industrial Constructors, Inc. dba General Electric Aviation COVID19",2020-04-30,2020-04-29,64,NC
5170,Brooks Brothers Group Inc. dba Garland Shirt Factory COVID19,2020-12-31,2020-05-14,146,NC
5171,Franklin Products Inc. COVID19,2020-07-10,2020-05-15,5,NC
5172,"Pyramid Raleigh Management, LLC dba Hilton Raleigh North Hills COVID19",2020-05-15,2020-05-15,94,NC
5173,Barcelona Wine Bar COVID19,2020-03-18,2020-05-02,64,NC
5174,Barcelona Wine Bar COVID19,2020-03-18,2020-05-02,51,NC
5175,21c Museum Hotel COVID19,2020-05-10,2020-05-22,124,NC
5176,PolyOne Corporation COVID19,2020-07-20,2020-05-18,4,NC
5177,PolyOne Corporation COVID19,2020-07-20,2020-05-18,34,NC
5178,"VSM-Rostra, LLC COVID19",2020-07-15,2020-05-18,8,NC
5179,BRP US INC COVID19,2020-05-27,2020-05-27,88,NC
5180,"The Ritz-Carlton Hotel Co LLC, dba the Ritz- Carlton, Charlotte COVID19",2020-03-21,2020-06-03,207,NC
5181,"Charlotte Management LLC, dba Sheraton/Le Meridien Charlotte COVID19",2020-05-21,2020-05-22,65,NC
5182,Starwood-Charlotte Mgmt LLC dba The Westin Charlotte COVID19,2020-03-18,2020-06-04,276,NC
5183,"Marriott Hotel Service, Inc. dba Charlotte Marriott SouthPark COVID19",2020-03-21,2020-06-05,82,NC
5184,"Renaissance Hotel Operating Co., dba The Renaissance Charlotte SouthPark Hotel COVID19",2020-03-21,2020-06-05,106,NC
5185,Michelin COVID19,2020-04-20,2020-06-09,335,NC
5186,DynCorp International LLC (DI),2020-06-15,2020-06-12,66,NC
5187,Potterwyx Scented Candles & Soaps COVID19,2020-06-30,2020-06-15,1,NC
5188,Charlotte Marriott City Center COVID19,2020-03-16,2020-06-08,222,NC
5189,GKN DRIVELINE NORTH AMERICA INC,2021-03-19,2020-06-17,99,NC
5190,Rizzo Center and Carolina Inn COVID19,2020-06-27,2020-06-19,85,NC
5191,General Dynamics Information Technology,2020-08-28,2020-06-26,160,NC
5192,Amentum,2020-08-28,2020-06-29,100,NC
5193,Guilford College COVID19,2020-07-01,2020-07-01,45,NC
5194,KHRG (Kimpton Cardinal Hotel) COVID19,2020-07-06,2020-06-29,77,NC
5195,Hyatt Corporation dba Carolina Inn COVID19,2020-07-11,2020-07-07,217,NC
5196,"American Airlines, Inc. INT Res. ctr",2020-10-01,2020-07-15,370,NC
5197,"American Airlines, Inc. Charlotte Receiving Bldg COVID19",2020-10-01,2020-07-15,370,NC
5198,"American Airlines, Inc. Charlotte/Douglas Int. Apt  COVID19",2020-10-01,2020-07-15,370,NC
5199,"American Airlines, Inc. CLT Cargo COVID19",2020-10-01,2020-07-15,369,NC
5200,"American Airlines, Inc. CLT Hgr COVID19",2020-10-01,2020-07-15,370,NC
5201,"American Airlines, Inc. Raleigh Durham Apt",2020-10-01,2020-07-15,369,NC
5202,"American Airlines, Inc. SRO COVID19",2020-10-01,2020-07-15,370,NC
5203,PSA Airlines COVID19,2020-10-01,2020-07-17,169,NC
5204,PSA Airlines COVID19,2020-10-01,2020-07-17,169,NC
5205,"DoubleTree Employer LLC, dba DoubleTree by Hilton Hotel Charlotte Gateway Village Letter COVID19",2020-08-31,2020-07-22,42,NC
5206,GOJET AIRLINES LLC COVID19,2020-10-01,2020-07-30,50,NC
5207,FIRST TRANSIT INC,2020-09-01,2020-07-27,88,NC
5208,"McDermott International, Ltd., dba Shaw Services, LLC",2020-08-07,2020-08-04,48,NC
5209,"Hurricanes Holdings, LLC dba PNC Arena COVID19",2020-08-03,2020-08-03,74,NC
5210,Remington Arms Co LLC,2021-01-26,2020-07-28,103,NC
5211,Wieland Copper Products LLC,2020-10-02,2020-08-03,120,NC
5212,"LTF Club Management Company, LLC dba Life Time COVID19",2020-03-30,2020-08-07,276,NC
5213,"Life Time Club Management Company, LLC dba Life Time COVID19",2020-03-30,2020-08-07,203,NC
5214,"LTF Club Management Company, LLC dba Life Time COVID19",2020-03-30,2020-08-07,242,NC
5215,SPX FLOW,2020-10-02,2020-08-03,83,NC
5216,"The Vanguard Group, Inc.",2020-10-12,2020-08-07,23,NC
5217,"The Vanguard Group, Inc.",2020-10-12,2020-08-07,24,NC
5218,Captive-Aire COVID19,2020-08-10,2020-08-10,47,NC
5219,HMSHost - Piedmont Triad International Airport - GSO COVID19,2020-10-15,2020-08-12,42,NC
5220,HMSHost - Raleigh- Durham International Airport - Morrisville COVID19,2020-10-15,2020-08-12,177,NC
5221,RTI INTERNATIONAL COVID19,2020-08-12,2020-08-12,"1,152",NC
5222,RTI INTERNATIONAL COVID19,2020-08-28,2020-08-12,48,NC
5223,KHRG Tryon LLC dba Kimpton Tryon Park Hotel COVID19,2020-07-28,2020-07-28,77,NC
5224,GOLDSBORO MILLING CO INC COVID19,2021-06-01,2020-08-21,350,NC
5225,"Alamo Drafthouse, LLC COVID19",2020-03-17,2020-08-26,155,NC
5226,Sonoco - Alamance Tubes and Core COVID19,2020-12-31,2020-08-27,75,NC
5227,PM Hotel Group d/b/a Sheraton Raleigh COVID19,2020-03-27,2020-08-26,140,NC
5228,"Avis Budget Group d/b/a Avis Budget Car Rental, LLC COVID19",2020-08-28,2020-08-28,1,NC
5229,"Avis Budget Group d/b/a Avis Budget Car Rental, LLC COVID19",2020-08-28,2020-08-28,4,NC
5230,"Avis Budget Group d/b/a Avis Budget Car Rental, LLC COVID19",2020-08-28,2020-08-28,7,NC
5231,"Avis Budget Group d/b/a Avis Budget Car Rental, LLC COVID19",2020-09-04,2020-08-28,1,NC
5232,"Avis Budget Group d/b/a Avis Budget Car Rental, LLC COVID19",2020-09-04,2020-08-28,16,NC
5233,"Avis Budget Group d/b/a Avis Budget Car Rental, LLC COVID19",2020-08-28,2020-08-28,2,NC
5234,"Avis Budget Group d/b/a Avis Budget Car Rental, LLC COVID19",2020-08-28,2020-08-28,15,NC
5235,Concord Payroll- Raleigh Ren LLC dba Renaissance Raleigh COVID19,2020-10-30,2020-08-28,62,NC
5236,Dave & Buster's COVID19,2020-11-08,2020-09-08,79,NC
5237,Dave & Buster's COVID19,2020-11-08,2020-09-08,58,NC
5238,Dave & Buster's COVID19,2020-11-08,2020-09-08,92,NC
5239,"Technical Professionals Group, LLC COVID19",2020-10-03,2020-09-08,92,NC
5240,P.F. Chang's China Bistro COVID19,2020-09-21,2020-09-18,75,NC
5241,P.F. Chang's China Bistro COVID19,2020-09-21,2020-09-18,75,NC
5242,P.F. Chang's China Bistro COVID19,2020-09-21,2020-09-18,75,NC
5243,P.F. Chang's China Bistro COVID19,2020-09-21,2020-09-18,75,NC
5244,P.F. Chang's China Bistro COVID19,2020-09-21,2020-09-18,75,NC
5245,P.F. Chang's China Bistro COVID19,2020-09-21,2020-09-18,75,NC
5246,P.F. Chang's China Bistro COVID19,2020-09-21,2020-09-18,75,NC
5247,Cerner Corporation,2020-11-18,2020-09-17,8,NC
5248,Omni Charlotte Hotel COVID19,2020-09-22,2020-09-21,122,NC
5249,Moen Incorporated,2020-11-27,2020-09-23,225,NC
5250,Duke University Talent Identification Program COVID19,2021-01-06,2020-10-08,75,NC
5251,"TVS Supply Chain Solutions North America, Inc.",2020-12-18,2020-10-13,47,NC
5252,"TVS Supply Chain Solutions North America, Inc.",2020-12-18,2020-10-13,47,NC
5253,WASHINGTON DUKE INN & GOLF CLUB COVID19,2020-06-26,2020-11-02,147,NC
5254,JB Duke Hotel COVID19,2020-06-26,2020-11-02,71,NC
5255,"Catalent Pharma Solutions, LLC",2021-01-02,2020-11-03,84,NC
5256,Marelli North Carolina USA LLC (formerly Magneti Marelli Powertrain USA LLC) COVID19,2021-09-01,2020-12-03,329,NC
5257,DynCorp International,2021-02-04,2020-12-04,132,NC
5258,"ABM, Inc.",2020-12-31,2020-12-22,84,NC
5259,JCPenney COVID19,2021-02-27,2020-12-28,65,NC
5260,ADT Cybersecurity/SDI facility,2022-12-31,2022-01-21,67,NC
5261,The Logistics Company,2022-03-31,2022-01-31,44,NC
5262,Eisai Inc,2022-04-18,2022-02-16,8,NC
5263,Gildan's Mebane Distribution Center,2022-06-30,2022-02-16,128,NC
5264,Graphik Dimension LLC.,2022-05-15,2022-02-28,58,NC
5265,Graphik Dimension LLC.,2022-05-15,2022-02-28,57,NC
5266,Keolis Transit America,2022-06-30,2022-03-07,222,NC
5267,Ready Responders Inc.,2022-02-16,2022-02-18,2,NC
5268,BASF Corporation,2022-05-16,2022-03-15,107,NC
5269,Sodexo,2022-05-08,2022-04-04,83,NC
5270,"Chick-fil-A, Inc.",2022-06-15,2022-04-13,117,NC
5271,Sante Fe Natural Tobacco Company Inc.,2022-08-02,2022-04-14,114,NC
5272,Ametek-ESP,2022-07-05,2022-05-05,60,NC
5273,PrescientCo,2022-07-09,2022-05-09,83,NC
5274,Packers Sanitation Services Inc.,2022-05-20,2022-05-01,72,NC
5275,First Bank/Real Genius,2022-07-15,2022-05-20,74,NC
5276,Glenmark,2022-08-01,2022-06-02,77,NC
5277,Wyndham Capital Mortgage,2022-08-01,2022-06-07,48,NC
5278,Vectrus Mission Solutions Corp,2022-06-30,2022-06-16,122,NC
5279,"DENSO Manufacturing North Carolina, Inc. -
Greenville, NC",2023-03-17,2022-06-22,475,NC
5280,United Furniture Industries,2022-07-29,2022-06-30,199,NC
5281,United Furniture Industries,2022-07-29,2022-06-30,72,NC
5282,"Hitachi Metals North Carolina, Ltd.",2022-09-30,2022-07-14,81,NC
5283,"Medline Industries, LP.",2022-11-18,2022-06-30,97,NC
5284,"LGSTX Services, Inc.",2022-09-27,2022-07-27,11,NC
5285,"LGSTX Cargo Services, Inc.",2022-09-27,2022-07-27,143,NC
5286,"Robinhood Markets, Inc.",2022-10-01,2022-08-02,82,NC
5287,"Aramark Healthcare Support Services, LLC",2022-11-30,2022-08-02,105,NC
5288,"Aramark Healthcare Support Services, LLC",2022-11-30,2022-08-02,49,NC
5289,ECU Health Medical Center,2022-07-29,2022-07-21,61,NC
5290,UNC Rockingham Hospital,2022-10-31,2022-08-29,67,NC
5291,"Keter, US, Inc",2022-10-28,2022-08-25,68,NC
5292,"Coats American, Inc.",2022-11-30,2022-09-09,51,NC
5293,Pink Energy,2022-09-12,2022-09-12,250,NC
5294,Pink Energy - Charlotte,2022-09-12,2022-09-12,250,NC
5295,Kepro,2022-11-28,2022-09-28,94,NC
5296,Ashley Furniture Industries LLC,2022-11-15,2022-09-15,111,NC
5297,Medicago USA Inc,2022-12-26,2022-10-26,62,NC
5298,"GKN Driveline North America, Inc.",2023-03-31,2022-10-27,47,NC
5299,American Merchandising Specialists Inc,2022-12-31,2022-10-31,115,NC
5300,MANN HUMMEL Purolator Filter LLC,2023-01-02,2022-11-08,114,NC
5301,Hayward Industries Inc,2023-01-31,2022-12-02,57,NC
5302,Monitronics International Inc. dba Brinks Home,2023-03-05,2023-01-04,4,NC
5303,Collins Aerospace,2023-06-30,2023-01-30,32,NC
5304,Collins Aerospace,2023-06-30,2023-01-30,163,NC
5305,Milliken,2023-05-31,2023-01-31,103,NC
