index,companyName,numAffected,Workforce Region,noticeDate,Reason for Layoff,Occupations,layoffDate,Temp Layoffs,Perm Layoffs,Furloughs,WARN Letter,NAICS 
427,Paper Source,6,Arapahoe/Douglas,3/27/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/29/20,6,,,Paper Source AD,32
428,Paper Source,13,Pikes Peak,3/27/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/29/20,13,,,Paper Source Pikes Peak,32
429,Pappas Restaurants,145,Arapahoe/Douglas,3/25/2020,COVID-19-Temporary Closure,"Bartenders, Bussers, Cooks, Dishwashers, Hosts, Managers, Office Admin, Servers, Service Tech, to Go Server",3/22/20,145,,,Pappas,72
430,Paradies Lagardere,97,Denver,7/2/2020,COVID Temporary,"Managers, baristas, bartenders, cashiers, cooks, crew members, HR Associates",7/2/20,,,,Paradies Lagardere,72
431,Park Hyatt Beaver Creek Hotel,109,Rural,5/30/2020,Furloughs and Hour Reductions,"Various: Supervisor Servers, Cooks, Stewards, Valet -Car, Steward, Beverageand more; 109: 7 PERMANENT AND 102 FURLOUGHED",3/22/20,,,109,Park Hyatt Beaver Creek Hotel,72
432,PF Chang Aurora,75,ADW,9/17/2020,"COVID 19 Reduced Hours, temporary",Not Specified; 75 TOTAL ALL LOCATIONS,9/17/20,,,75,PF Chang Aurora,72
433,PF Chang Broomfield, ,Broomfield,9/17/2020,"COVID 19 Reduced Hours, temporary",Not Specified,9/17/20,,,0,PF Chang Broomfield,72
434,PF Chang Colo Springs, ,Pikes Peak,9/17/2020,"COVID 19 Reduced Hours, temporary",Not Specified,9/17/20,,,0,PF Chang Colo Springs,72
435,PF Chang Denver, ,Denver,9/17/20,"COVID 19 Reduced Hours, temporary",Not Specified,9/17/20,,,0,PF Chang Denver,72
436,PF Chang Lakewood, ,Jefferson,9/17/20,"COVID 19 Reduced Hours, temporary",Not Specified,9/17/20,,,0,PF Chang Lakewood,72
437,PF Chang Lone Tree, ,ADW,9/17/20,"COVID 19 Reduced Hours, temporary",Not Specified,9/17/20,,,0,PF Chang Lone Tree,72
438,PF Chang Loveland, ,Larimer,9/17/2020,"COVID 19 Reduced Hours, temporary",Not Specified,9/17/20,,,0,,72
439,Plexus Corporation,104,Boulder (Louisville),1/22/2020,Closure-Perm,"Various: Engineers (Analog, Digital, Mechanical, Product & Quality), Project Managers, and Management/Administrative.",3/22/20,,104,,Plexus,33
440,Premier Entertainment, ,Not Disclosed,7/27/2020,COVID Temporary,Not disclosed,9/30/20,0,,,Premier Entertainment,71
441,Prestige Imports (Braman Colorado European Imports),45,Jefferson,4/1/2020,COVID-19- Temporary Closure,"sales, lot techs, detailers, Reps, body shop, part sales, porters service advisor, AP, and AR positions","3/23/20, 3/24/20, & 3/26/20",45,,,Prestige Imp.,44
442,Prestige Maintenance,76,Various,3/25/2020,COVID-19 Temporary Closure,Various,3/19/20-4/1/20,76,,,Prestige Maint,56
443,Prospect Airport Services,145,Denver,4/8/2020,Furlough,"Various: skycap, passenger service assistant, dispatcher, recruiter, supervisor, baggage handler",4/8/20,,,145,Prospect,48
444,Punch Bowl Socal,81,Denver,3/20/2020,COVID-19/Temporary Closure ,"Various: dishwasher, admin, food runners, prep cook, servers, hosts, line cook, bartenders, barbacks",3/16/20,81,,,Punch Bowl Social,72
445,Que Bueno,24,Denver DIA,3/26/2020,COVID-19 - Temporary Closure,undisclosed,3/29/20,24,,,Que Bueno,72
446,Raytheon Intelligence & Space,144,Colorado Springs,12/3/2020,Lost contract,Various (See WARN),2/5/21,,144,,Raytheon Intelligence and Space,33
447,Renaissance Hotel Denver Downton,111,Denver,4/2/2020,COVID-19 - Temporary Closure,Various: Request WARN for detail.,3/13/20,111,,,Renaissance,72
448,Root Down,121,Denver DIA,3/26/2020,COVID-19 - Temporary Closure,undisclosed,3/29/20,121,,,Root Down,72
449,"RS of Denver, dba Tamayo",66,Denver,3/17/2020,COVID-19 /Temporary Closure,"servers, bussers, runners, bartenders, cooks hosts janitors",3/17/20,66,,,Tamayo,72
450,Russell Stover Chocolates ,217,Rural - Western Sub-Area,5/19/2020,Closure - Permanent,"Various: Candymakers, Leads, Packers, Service Utility, Management, Machine Operators, Technicians and others.",7/24/20 & 8/28/20,,217,,Russell Stover,44
451,S4 Inc.,77,Pikes Peak,1/26/2020,Loss of Contract,Various: IT positions,Downsize 1/26/20,,77,,S4,56
452,Sage Hospitality Group,48,Denver,4/1/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/17/20,48,,,Sage Hospitality,72
453,Sara Lee,27,Denver DIA,3/26/2020,COVID-19 - Temporary Closure,undisclosed,3/29,27,,,Sara Lee,72
454,Septodont Inc.,80,Boulder,3/27/2020, Closure,"production, finance, IT supply chain, warehouse, maintenance, engineering, quality control, quality assurance & admin",6/26/20 & 12/29/20,,80,,Septodont,32
455,Shamrock Foods ,134,Adams,4/1/2020,COVID-19 Temporary Closure,Not disclosed,,134,,,Shamrock Denver,42
456,Shamrock Foods ,11,Denver,4/1/2020,COVID-19 Temporary Closure,Not disclosed,4/1/20-4/30/20 for hourly workers and May 2020 for salaried associates,11,,,Shamrock Commerce C,42
457,Sheraton Denver Downtown,414,Denver,6/4/2020,"Temporary furloughs & layoffs, recuction in hours","Various: Servers, Cooks, Stewards, Event Manger, Front Desk, Housekeeping, Purchasing, Maintenance & more",3/21/20,414,,,Sheraton Denver Downtown,72
458,Sheraton Denver Tech,75,Arapahoe/Douglas,5/7/2020,Mass Layoff - Permanent,"Various: Food Attendant, Room Attendant, Housekeepers, Front Desk Agent and more","5/9/20 & 5/14/20, 5/15/20",,75,,Sheraton Denver Tech,72
459,Sheraton Denver Tech,75,Arapahoe/Douglas,5/7/2020,Mass Layoff - Permanent,"Various: Banquet Servers & Setup, Accounting Clerk, Engineer, Barista, Event Sales, Front Desk and others",5/7/20,,75,,Sheraton Denver Tech,72
460,Sodexo (at University of Denver),98,Denver,11/6/2020,COVID - Temporary ,"Baker, Cashier, food service workers, cooks, supervisors and more (See WARN for complete list.)",3/20/20-2/28/21,98,,,Sodexo,42
461,"Sodexo, Inc. /United Denver Clubs ",248,Denver,4/28/2020,Furlough,Not Disclosed,4/30/20,,,248,"Sodexo, Inc.",42
462,Sonder USA,79,Adams,3/24/2020,Permanent Closure,"Various: AR & AP Specialists, team leads, inbound sales, operations, recruiting coordinator, safety specialist, guest experinece team shift lead",3/24/20,,79,,Sonder ,53
463,Source Hotel,20,Denver,7/28/2020,COVID Temporay,"Bartenders, Servers, Line Cooks, Kitchen Management, Engineering, Housekeeper, Front Desk Agent, Valet",7/28/20,20,,,Source Hotel,72
464,"Southern Foods Group, LLC dba Dean Foods",82,Weld,2/17/2020,Unforseen Business Circumstance -Perm,"Various: Filler Operators, Delivery Drivers, Maintenance Mechanics, Product Puller. Request WARN for complete list.",3/13/20 through 4/24/20,,82, ,Southern Food,42
465,Southwest Airlines,1,Denver,11/6/2020,COVID-Permanent,Material Specialist,1/11/21,,1,,Southwest Airlines,48
466,Southwest Airlines,4,Denver,11/18/2020,COVID Furloughs (temporary),Ground Service Equipment Technicians,1/25/21,,,4,Southwest AIrlines,48
467,Southwest Airlines,556,Denver,12/3/20,Furloughs,"First officer, flight attendant, customer service agent, provisioning agent, ramp agent",3/15/21,,,556,Southwest Airlines,48
468,Southwest Airlines (Union Contact Correction),0,Denver,11/30/20,Correction to Union Contact,,,,,0,Southwest Union Correction,48
469,Southwest Airlines Update ,0,Denver,1/8/2021,Recinded Layoffs due to PPP availability,"First officer, flight attendant, customer service agent, provisioning agent, ramp agent",,,,0,Southwest Airlilnes 1-8-20,48
470,Spire Hospitality,113,Multiple: Denver and Pikes Peak,6/26/2020,Mass Layoff- Permanent,"Various: Cooks, Laundry, Managers, Banquet Servers and others",07/01/2020,,113,,Spire Hospitality ,72
471,SSV Vail Mountain,59,Rural Resort,5/4/2020,COVID - Temporary ,Not Disclosed,Not available,59,,,SSV Vail Mtn,72
472,St Julien,208,Boulder,7/3/2020,COVID - furloughs to temporary layoffs,"Various: massage therapists, banquet servers, cooks, house attendants, lobby and room attendants, spa concierge and stewards",7/3/20,208,,,St Julien,72
473,St. Regis Aspen Resort,263,Rural Resort,6/2/2020,furloughs and Hour Reductions,"Various: Spa Attendents, Conciere, cooks, management, engineers, Esthestician, Groundskeepers and more.",3/21/20,,,263,St. Regis Aspen,72
474,"Startek, Inc.",371,Grand Junction (Mesa),3/9/2020,Downsize/Closure,"Various: Account Support Representatives, Customer Care Reps, Engagement Coaches & Mgrs, HR professionals, Trainers",5/31/20,,371,,Startek,56
475,Stellar Partners,13,Denver,8/13/2020,COVID - Permanent,Various: Sales associates and supervisor,10/15/20,,13,,Stellar Partners,45
476,Stevinson Chevrolet West,33,Jefferson (Lakewood),3/28/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/30/20,33,,,Stevinson Chevrolet West,44
477,Stevinson Imports Inc.,32,Arapahoe/Douglas,3/28/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/30/20,32,,,Stevinson Imports,44
478,Stevinson Lexus of Frederick,34,Weld,3/28/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/30/20,34,,,Stevison Lexus of Frederick,44
479,Stevinson Lexus of Lakewood,71,Jefferson (Golden),3/28/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/30/20,71,,,Stevinson of Lakewood,44
480,Stevinson Toyota East,73,Arapahoe/Douglas,3/28/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/30/20,73,,,Stevinson Toyota East,44
481,Stevinson Toyota West,93,Jefferson (Lakewood),3/28/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/30/20,93,,,Stevinson Toyota West,44
482,Suitsupply,14,Denver,3/26/2020,Furlough,"Various: Tailor, sales support, sales professional, sales supervisor, custom made specialist, store manager",3/26/20,,,14,Suitsupply,44
483,Sunrise Medical LLC,23,Boulder,4/10/2020,Furlough,Not Disclosed,4/13/20,,,23,Sunrise,62
484,Swissport,37,Denver,7/31/2020,COVID Temporary,"passenger services, ramp agent, deicer",5/29/20,37,,,Swissport,48
485,Tacos of Snowmass dba Venga Venga,88,Rural Resort,3/17/2020,COVID-19 /Temporary Closure,"servers, bussers, runners, bartenders, cooks hosts janitors",3/17/20,88,,,Venga Venga,72
486,The Broadmoor,"1,411",Pikes Peak,3/31/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/29/20,1411,,,Broadmoor,72
487,The Jacquard Hotel & Rooftop - Update,102,Denver,4/2/2020,COVID-19 - Temporary Closure,Various: Request WARN for detail.,3/13/20,102,,,Jacquard,72
488,The Lodge at Vail,89,Rural Consortium,4/6/2020,COVID-19 - Temporary Closure,Unspecified ,4/6/20,89,,,Lodge at Vail,72
489,The Lodge at Vail (revision increased by 1 to 90),1,Rural Resort,4/20/2020,Furlough,Not Disclosed,4/6/20,,,1,The Lodge at Vail Revised,72
490,The Lodge at Vail-Update,12,Rural Resort,5/4/2020,COVID - Temporary ,Not Disclosed; 12 ADDITIONAL TOTALING 101,Not available,12,,,The Lodge at Vail,72
491,The Ritz Carlton Bachelor Gulch,240,Rural ,6/4/2020,"Temporary furloughs & layoffs, recuction in hours","Various: Servers, Cooks, Stewards, Event Manger, Front Desk, Housekeeping, Purchasing, Maintenance & more",3/21/20,,,240,Ritz Carton Bachelor Gulch,72
492,The Ritz Carlton Denver,232,Denver,6/5/2020,"Temporary furloughs & layoffs, recuction in hours","Various: Servers, Cooks, Stewards, Event Manger, Front Desk, Housekeeping, Purchasing, Maintenance & more",3/21/20,,,232,Ritz Carlton Denver,72
493,The Westin Denver Downtown ,155,Denver,6/2/2020,Furloughs & Reduction in Hours,"Various: Housekeepers, Runners, Servers, Cookes, Captains, Auditors, Bartenders, Attendants and more",3/21/20,,,155,The Westin,72
494,The Westin Denver Downtown - Update,61,Denver,8/27/2020,COVID - Permanent,"Various: Captain, servers, housekeepers, runners, cooks, bartender, cooks and more",10/30/20,,61,,The Westin Denver Downtown,72
495,The Westin Denver International Airport,222,Denver,5/28/2020,"Temporary furloughs & layoffs, recuction in hours","Various: Servers, Cooks, Stewards, Event Manger, Front Desk, Housekeeping, Purchasing, Maintenance & more",3/21/20,222,,,Westin DIA,72
496,The Westin Snowmass Resort-Wildwood,129,Rural Consortium,5/26/2020,COVID-19 - Temporary Closure,"Various: Spa Therapist, Banquet Servers, Sales, Managers, Food Servers, Banquet Captain and Setup, Luggage Attendendent",5/26/20,129,,,Westin Snowmass,72
497,The Westin Westminster,60,Adams,6/1/2020,COVID-19 - Temporary Closure,"Various: Banquet Servers, Cooks, Room Service, Banquet Setup, Managers, Houskeeping Front Desk Agent",6/2/20,60,,,Westin Westminster,72
498,Timberline Steaks and Grill,116,Denver DIA,3/26/2020,COVID-19 - Temporary Closure,undisclosed,3/29/20,116,,,Timberline Steaks & Grill,72
499,Town of Nederland,3,Boulder,3/27/2020,Furlough,66 +14,3/27/20,,,3,Nederland,92
500,TSA Trans States Airlines,329,Denver,3/19/2020,COVID-19/Temporary Closure,Undisclosed,3/17/20 - 4/2/20,329,,,Trans States Airlines,48
501,Uncle Julio's Hacienda,75,Jefferson,3/19/2020,Furlough,"Various: Cooks, Servers, trainers, bussers, hosts, dishwashers",3/19/20,,,75,Uncle Julio's,72
502,United Airlines,"2,820",Denver,7/8/2020,COVID-19 Temporary RIF,Not Disclosed,10/1/20,2850,,,United,48
503,United Airlines - Update 1,75,Denver,7/30/2020,COVID Permanent,Not disclosed; 75 ADDITIONAL EMPLOYEES,10/1/20,,75,,United Airlines Update,48
504,United Airlines- Updated,53,Denver,8/31/2020,COVID 19 Extended Furlough,Not specified,10/30/20 & 11/30/20,,,53,United Airlines Update,48
505,Upserve,12,Denver,6/25/2020,Furlough,"Various: Account Manager, Customer Success Manager, Customer Support Specalist and others",06/25/2020,,,12,Upserve,73
506,Vail Beaver Creek Resort Properties,79,Rural Consortium,4/6/2020,COVID-19 - Temporary Closure,Unspecified ,4/6/20,79,,,Vail Beaver Creek,72
507,Vail Marriott Mountain Resort,250,Rural Consortium,4/6/2020,COVID-19 - Temporary Closure,Unspecified ,4/6/20,250,,,Vail Marriott,72
508,Vail Mountain,204,Rural Consortium,4/6/2020,COVID-19 - Temporary Closure,Unspecified ,4/6/20,204,,,Vail Mtn,72
509,Vail Mountain - Update,4,Rural Resort,5/4/2020,COVID - Temporary ,Not Disclosed; 4 ADDITIONAL TOTALING  208,Not available,4,,,Vail Mtn,72
510,Vail/Beaver Creek Resort Properties - Update,4,Rural Resort,5/4/2020,COVID - Temporary ,Not Disclosed; 4 ADDITIONAL TOTALING 83,Not available,4,,,Vail-Beaver Creek,72
511,"Vestas Blades America, Inc.",185,Adams,11/17/2020,RIF - Permanent,Not stated,1/17/21,,185,,Vestas Blades America,31
512,W Aspen,124,Rural,6/4/2020,"Temporary furloughs & layoffs, recuction in hours","Various: Servers, Cooks, Operations, Sous chef, Front Desk, Housekeeping, Purchasing, and more.",3/21/20,,,124,W. Aspen,72
513,Warwick Denver Hotel,64,Denver,4/27/2020,Furlough,"Cooks, Agents, Housekeeping, Bellmen, Cooks, Engineers, Dishwashers",4/27/20,,,64,Warwick Denver Hotel,72
514,Welk Resorts,39,Rural Resort,3/20/2020,COVID-19 Temporary Closure,Variety of positions - Request WARN for detail,3/20/20,39,,,,72
515,"Western Forge, Inc.",164,Pikes Peak (Colo Springs),2/21/2020,Closures: Multiple locations-Perm,Unknown- Have requested information from Company,"4/30/20, 5/29/20 and 7/31/20",,164,,Western Forge,33
516,Wildhorse 6 Stadium Cinemas/Metro Rocky Mtn Cinemas,21,Rural Resort,3/20/2020,COVID-19 /Temporary Closure,2 on furlough,3/21/20,21,,,Wildhorse,51
517,World Remit,64,Denver,7/14/2020,Permanent - Not COVID related,Customer Services positions,"9/14/20- 54 employees; 10/31/20, 9 employees, 1-31-2021 - 1 employee",,64,,World Remit,52
518,Wyndam Hotels & Resorts-Cheyenne Mountain Resort,65,Pikes Peak,7/28/2020,COVID - Extension of temporary layoffs,"Various:  serversattendants, cooks, housepersons, massage therapist and others",7/28/20,65,,,Wyndham Cheyenne Mountain Resort,72
519,XPO Logistics Supply Chain/Jacobson Warehouse Company (Revised),169,Jefferson (Golden),1/20/2020,Loss of Contract with MillerCoors,"Various: Driver CDLs, PIT Operators, Transportation Specialists, RR Conductors, and others",3/20/20,,169,,,48
520,XPO Logistics/Jacobson Warehouse Company  ,169,Jefferson (Golden),1/15/2020,Correction: Loss of Contract with MillerCoors,"Various: Drivers, Conductors, Operators, Management",3/20/20,,0,,XPO,48
521,Zahn Dental,54,Jefferson (Golden),1/7/2020,Reorganization and relocation,"Various: Customer Care, CAD Scanners, Finishing Technicians, Machine Operators, Finishing Technicians & others",3/9/2020,,54,,Zahn Dental,33
522,513 Hotel Operating LLC,160,Colo Springs/Pikes Peak,12/30/21,Sale of Company,Various hotel staff (See WARN for details),12/31/21,0,160,0,513 Hotel Operating LLC,Sector 72: Accomodation and food services
523,ABM,233,Arapahoe/Douglas,5/6/21,Loss of contract ,"Cleaner, leads, floor techs, district manager, zone manager & administration positions",5/31/21,0,233,0,ABM,Sector 56: Facilities Support Services
524,Lizzy Jacobs,0,Larimer,7/19/1957,Closure,0,4/21/2021,0,0,0,,Sector 44-45: Retail trade
525,ART Asset Adjusters,5,Pikes Peak/Mesa/Adams,4/23/21,Loss of Business/COVID related,"Asset Services, data services, and recovery agents",4/23/21,0,5,0,ART Asset Adjusters,Sector 56: Asset Adjusters
526,Blue sushi shake grill,1,Denver,4/11/2021,Other,0,4/11/2021,0,1,0,,Sector 72: Accommodation and food services
527,Automotive Titling Company,10,Arapahoe/Douglas,1/5/2022,Reduction in Force,"Title Clerks, Processors, Mail room staff",1/5/2022,0,10,0,,Sector 81: Other services (except public administration)
528,"Computer Task Group, Inc",89,Boulder,6/22/2021,Other,"Customer Service Representatives (85), Account Manager (1), Staff Support Manager (2), Director (1)",8/31/2021,0,89,0,Computer Task Group,"Sector 54: Professional, scientific and technical services"
529,Concentrix,107,Pueblo,1/25/21,Closure,Not dislclosed,3/31/21,0,107,0,Concentrix,Sector 51: Information
530,Continuum of Colorado,8,Arapahoe/Douglas,8/2/2021,Closure,Direct Support Professional ,10/2/2021,0,8,0,Continuum of Colorado,Sector 81: Other services (except public administration)
531,Continuum of Colorado,5,Arapahoe/Douglas,9/7/2021,Closure,Direct Support Professional,11/8/2021,0,5,0,Contiuum of Colorado,Sector 81: Other services (except public administration)
532,Continuum of Colorado,9,Arapahoe/Douglas,9/7/2021,Closure,Direct Support Professionals,11/8/2021,0,9,0,Continuum of Colorado,Sector 81: Other services (except public administration)
533,Crestone Peak Resources LLC,56,Denver,9/9/2021,Acquisition of Company,All ,10/15/2021,0,56,0,Crestone Peak Denver,"Sector 21: Mining, quarrying and oil and gas extraction"
534,Crestone Peak Resources LLC,90,Weld,9/9/2021,Acquisition of Company,All,10/15/2021,0,90,0,Crestone Peak Weld,"Sector 21: Mining, quarrying and oil and gas extraction"
535,Crestone Peak Resources LLC,13,Arapahoe/Douglas,9/9/2021,Acquisition of Company,All,10/15/2021,0,13,0,Crestone Peak ADW,"Sector 21: Mining, quarrying and oil and gas extraction"
536,Crestview Management LLC/Columbia Sussex Management,93,Denver,2/18/21,Change of Management Company,Not disclosed,4/1/21,0,93,0,Crestview Management LLC,Sector 53: Real Estate Rental & Leasing / 531311- Residential Property Managers
537,First Nation Group,12,Denver,10/7/2021,Unforeseeable Business Circumstances,Unknown,10/7/21,0,12,0,First Nation,Sector 42: Wholesale Trade Durable Goods
538,Haley A Jackson ,1,Boulder,10/1/2020,COVID/Pandemic Related,House cleaning ,10/1/2020,0,1,0,Haley Jackson,"Sector 54: Professional, scientific and technical services"
539,Hill,9,Pikes Peak/Teller,3/11/2021,COVID/Pandemic Related,3,1/17/2019,3,3,3,Hill,Sector 72: Accommodation and food services
540,HSS Inc.,94,Denver,11/29/21,Unforeseeable Business Circumstances,"Security Agents and Officers, supervisors, and scheduler",12/31/21,0,94,0,HSS Inc.,Sector 62: Healthcare and Social Assistance
541,Johnson & Wales University,107,Denver,2/18/21,Closure,Not dislclosed,5/4/21,0,107,0,Johnson & Wales University,Sector: 61 Educational Services
542,Katerra Inc.,102,Arapahoe/Douglas,6/1/21,Closure,"Various: Project engineers, apprentices, carpenters, construction managers, Foremen",6/4/21,0,102,0,Katerra Inc.,Sector 23: Construction
543,Katerra Inc. Update Supplemental,0,Arapahoe/Douglas,6/3/21,Seeking alternative financing that may impact layoffs,"Various: Project engineers, apprentices, carpenters, construction managers, Foremen",6/4/21,0,0,0,Katerra Inc. Supplemental,Sector 23: Construction
544,Katerra Inc. Update Supplemental2,0,Arapahoe/Douglas,7/2/21,Seeking sale or purchase,"Various: Project engineers, apprentices, carpenters, construction managers, Foremen",6/4/21,0,0,0,Katerra Inc. Supplemental 2,Sector 23: Construction
545,Monitronics International- Brinks Home,4,"Multiple: Douglas, Teller, Denver ",12/20/21,Eliminating Field Operations,Field Sales & Management,10/10/21,0,4,0,Monitronics International - Brinks Home,Sector 561621: Security Systems Services
546,Monkey's Avatar,2,Boulder,9/1/2020,COVID/Pandemic Related,Administrative,9/15/2020,2,0,0,Monkeys Avatar,Sector 56: Administrative and support and waste management and remediation services
547,Moore Bros ,6,Denver,9/13/2021,COVID/Pandemic Related,Selling and building ,9/13/2021,0,3,3,Moore Bros,Sector 23: Construction
548,"Novartis Gene Therapies, Inc.",400,Boulder,3/24/21,Closure of facility,Not disclosed,7/9/21,0,400,0,Novartis,Sector 32: Manufacturing/pharmaceutical preparation manufacturing
549,Orion Logistics LLC - Amazon Delivery Service Partner,89,Adams,2/22/2021,Other,Delivery Drivers,12/27/2020,2,87,0,Orion Logistics,Sector 48-49: Transportation and warehousing
550,Ouray Silver Mines,83,Rural Consortium / Western,11/22/21,Unforeseeable Business Circumstances,"Mine, surface, maintenance, warehouse, mill accounting, technical, environmental",12/22/21,0,83,0,Ouray Silver Mine,"Sector 21: Mining, Quarrying, and Oil & Gas Extraction"
551,PomeroyTechnologies,44,Adams,2/26/21,RIF: Loss of contract,Various:See WARN,4/30/21,0,44,0,Pomeroy Technologies,Sector 42: Consumer Electronics & Computers Retail
552,"Process Solutions of Durango, Inc.",2,Rural Consortium,7/15/2021,COVID/Pandemic Related,Not disclosed,7/15/2021,0,0,2,Process Solutions,Sector 31-33: Manufacturing
553,Santander Consumer USA,417,Arapahoe/Douglas,3/23/21,Restructuring  & Closure ,"Primarily collections agents, customer service representatives and management",12/31/21,0,417,0,Santander Consumer USA,Sector 55:  Management of companies & enterprises
554,Southwest Airlines - Update,0,Denver,1/8/2021,Layoffs Rescinded,556 furloughs were rescinded,,0,0,0,Southwest Airlines Update,Sector 48: Transportation & Warehousing
555,SSDI,9,Rural Consortium,4/21/2019,Other,4,4/21/2019,2,3,4,SSDI,Sector 81: Other services (except public administration)
556,Strive Communities Management,76,Arapahoe/Douglas,1/14/21,Closure due to sale,Various: See WARN,3/15/21,0,76,0,Strive Communities Management,Sector:53: Real Estate Rental & Leasing/531190
557,T. Rowe Price,287,Pikes Peak,5/19/21,Other,Various:See WARN,8/1/21,0,287,0,T. Rowe Price,Sector 52: Investment Banking and Securities Dealing
558,T&H Services LLC,100,Pikes Peak/Teller,6/4/2021,Other,Unsure of total impact at this time - Government Budget impacts are not completely apparent ,8/5/2021,50,0,50,T&H Services LLC,Sector 23: Construction
559,The beez kneez organic gardens ,6,Pikes Peak/Teller,8/15/2021,COVID/Pandemic Related,Gardeners and landscapers ,7/20/2020,2,4,0,Beez Kneez,Sector 81: Other services (except public administration)
560,RR landscaping and remodeling ,6,Boulder,7/4/2022,Closure,2,7/1/2022,2,2,2,,Sector 22: Utilities
561,RR landscaping and remodeling ,6,Denver,7/1/2022,Natural disaster,2,7/1/2022,2,2,2,,Sector 31-33: Manufacturing
562,Recovco  Mortgage LLC dba Sprout Mortgage LLC,400,Pikes Peak/Teller,8/4/2022,Closure,All - Company Closed,7/6/2022,0,400,0,,Sector 52: Finance and Insurance
563,"SIMPLY DELICIOUS, INC. dba Bobo's Oat Bars",1,Boulder,8/12/2022,Moving to another county,Inventory Control Supervisor,10/14/2022,0,1,0,,Sector 31-33: Manufacturing
564,New Horizon Foods at Little Sisters of the Poor Denver,15,Denver,9/12/2022,Closure,Dietary Aides and Cooks,9/17/2022,0,15,0,,Sector 72: Accommodation and food services
565,SAM'S SERVICE CO,19,Arapahoe/Douglas,9/15/2022,Sale of Company,Auto Body Technicians; Painters; Mechanics; Detailers; General Office Admin; Parts personnel,11/1/2022,0,19,0,,Sector 81: Other services (except public administration)
566,Facility HealthCare Services Inc,2,Adams,9/19/2022,Closure,Stationary engineer,9/19/2022,0,2,0,,Sector 81: Other services (except public administration)
567,CrossCountry Mortgage LLC,100,Denver,11/1/2022,Reduction in Force,Mortgage Lending,,0,100,0,,Sector 52: Finance and Insurance
568,HSS Security LLC,101,Arapahoe/Douglas,11/9/2022,Other,5,1/12/2023,0,101,0,,Sector 81: Other services (except public administration)
569,Flatiron School LLC,21,Denver,11/8/2022,Reduction in Force,"Teachers, faculty and staff",11/8/2022,0,21,0,,Sector 61: Educational services
570,"RATP DEV USA, INC",149,Pikes Peak/Teller,12/1/2022,Other,"Bus Operators, Dispatch, Operations Supervision, Safety/Training, Human Resources, General Management",2/1/2023,0,149,0,,Sector 48-49: Transportation and warehousing
571,indieDwell Colorado,50,Rural Consortium,1/5/2022,Reduction in Force,Production,1/6/2022,0,50,0,,Sector 31-33: Manufacturing
572,"Sagility Care Management, LLC",76,Denver,1/27/2023,Reduction in Force,"Business Analyst
Case Manager
Certified Health Coach
Certified Health Coach 
Clinical Program Director
Clinical Supervisor
Community Health Worker 1
Desktop Support Technician
Diabetes Educator 1
DM TeleNurse 1
DM TeleNurse 2
Health Coach 1
Health Resource Coord 2
Health Resource Coordinator 1
Human Resources Manager
Licensed Clinical Social Worker
LVN TeleNurse 1
Pharmacist 1
Principal Database Architect
Principal Software Architect
Program Communication Mgr
Project Mgr Program Commu
Quality Specialist
Respiratory Therapist 1
RN Case Manager 1
Senior Account Manager
Senior Consultant Technology
Senior Director, Busines Excellence
Senior Software Architect
Social Worker
Social Worker 2
Sr Clinical Data Analyst
Sr. Systems Engineer
Supervisor Operations
TeleHealth Specialist 1
Training Manager
VP - Medical Director
VP of Operations
VP, Business Development
",2/1/2023,0,76,0,,Sector 62: Healthcare and social assistance
573,Hca healthcare,1,Arapahoe/Douglas,1/31/2023,Other,1,11/2/2022,0,1,0,,Sector 62: Healthcare and social assistance
574,Modern Medicine LLC.,12,Pikes Peak/Teller,2/13/2023,Reduction in Force,"Retail Operations, Cultivation",5/15/2023,1,10,1,,Sector 44-45: Retail trade
575,Evraz ,1300,Rural Consortium,2/19/2023,Reduction in Force,600,12/22/2022,600,600,100,,Sector 31-33: Manufacturing
576,TTECH Services Corporation,252,Arapahoe/Douglas,4/13/21,Closure ,Hourly customer service positions,6/26/21,0,252,0,TTECH Services Corporation,Sector 51: Information
577,United Airlines,993,Denver,1/29/21,COVID-19 Decrease in air travel,"Front line employees, management & administration positions",3/31/21,0,10,983,United Airlines,Sector 48: Transportation & Warehousing
578,United Airlines Update,434,Denver,7/30/21,Outsourcing ,Food service workers,10/19/21,0,434,0,United Airlines Update,Sector 48: Transportation & Warehousing
579,Vestas Blades America Inc.,280,Weld,2/17/21,Reduction in Force,Not dislclosed,4/17/21,0,280,0,Vestas Blades America,Sector 22: Utilities/Wind Electric Power Generation
580,Walmart Store #6177,85,Adams,7/6/21,Closure,Not stated,7/23/21,0,85,0,Walmart,Sector 45: Retail Trade
